,page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
2911,674895,Kamala Khan,\/Kamala_Khan_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,12.0,,
2912,703873,Lost Boy,\/Lost_Boy_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,12.0,,
2913,703876,Pinch,\/Pinch_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,12.0,,
2914,640769,Supergiant,\/Supergiant_(Earth-616),No Dual Identity,Bad Characters,Yellow Eyes,No Hair,Female Characters,,Deceased Characters,12.0,,
2915,237494,Leslie Lenrow,\/Leslie_Lenrow_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,11.0,Feb-40,1940.0
2916,282545,Luther Robinson,\/Luther_Robinson_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,11.0,Aug-40,1940.0
2917,282476,Lynne Harris,\/Lynne_Harris_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,11.0,Aug-40,1940.0
2918,2670,Simon Meke,\/Simon_Meke_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,11.0,Sep-46,1946.0
2919,338864,Nimo,\/Nimo_(Earth-616),Public Identity,,Green Eyes,Brown Hair,Male Characters,,Living Characters,11.0,Nov-49,1949.0
2920,601995,Captain Rocke,\/Captain_Rocke_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,11.0,Apr-53,1953.0
2921,57933,Billy Buckskin,\/Billy_Buckskin_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,11.0,Nov-55,1955.0
2922,17508,Spragg,\/Spragg_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Living Characters,11.0,May-61,1961.0
2923,289461,H. Warren Craddock,\/H._Warren_Craddock_(Skrull)_(Earth-616),,Bad Characters,Green Eyes,No Hair,Male Characters,,Deceased Characters,11.0,Jan-62,1962.0
2924,8753,Lieutenant General Fredricks,\/Lieutenant_General_Fredricks_(Earth-616),Public Identity,Good Characters,,White Hair,Male Characters,,Living Characters,11.0,Mar-62,1962.0
2925,15348,Zemu,\/Zemu_(Earth-616),,Bad Characters,Black Eyes,No Hair,Male Characters,,Living Characters,11.0,Dec-62,1962.0
2926,527024,Charlie,\/Charlie_(Thief)_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,11.0,Jul-63,1963.0
2927,45013,Bernard the Poet,\/Bernard_the_Poet_(Earth-616),No Dual Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,11.0,Sep-64,1964.0
2928,1854,Arnold Brown,\/Arnold_Brown_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,11.0,Aug-65,1965.0
2929,405876,Jill Jerold,\/Jill_Jerold_(Earth-616),Public Identity,,Black Eyes,Black Hair,Female Characters,,Living Characters,11.0,Nov-66,1966.0
2930,15060,Mutant Master,\/Mutant_Master_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,11.0,Nov-66,1966.0
2931,299029,Colonel Klaue,\/Colonel_Klaue_(Earth-616),,,,,,,Living Characters,11.0,Feb-67,1967.0
2932,2710,Mogul of the Mystic Mountain,\/Mogul_of_the_Mystic_Mountain_(Earth-616),,Bad Characters,Hazel Eyes,Black Hair,Male Characters,,Living Characters,11.0,Feb-67,1967.0
2933,2707,Missing Link,\/Missing_Link_(Lincoln)_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,11.0,Jul-68,1968.0
2934,158539,Headstone P. Gravely,\/Headstone_P._Gravely_(Earth-616),,Neutral Characters,,,Male Characters,,Living Characters,11.0,Oct-69,1969.0
2935,18109,Myron MacLain,\/Myron_MacLain_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,11.0,Jul-69,1969.0
2936,1405,Burtram Worthington,\/Burtram_Worthington_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,11.0,Dec-70,1970.0
2937,2412,Elaine McLaughlin,\/Elaine_McLaughlin_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,,Deceased Characters,11.0,Jan-70,1970.0
2938,242489,Gunhawk,\/Gunhawk_(Earth-616),Secret Identity,Neutral Characters,,Brown Hair,Male Characters,,Deceased Characters,11.0,Aug-70,1970.0
2939,19612,Walter Collins,\/Walter_Collins_(Earth-616),,Neutral Characters,,Grey Hair,Male Characters,,Living Characters,11.0,Jun-71,1971.0
2940,260479,Comanche,\/Comanche_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,11.0,Jun-72,1972.0
2941,300999,George Chelm,\/George_Chelm_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,11.0,Jul-72,1972.0
2942,70072,Mona Simpson,\/Mona_Simpson_(Earth-616),,,,Brown Hair,Female Characters,,Deceased Characters,11.0,Aug-72,1972.0
2943,37417,Phil Fox,\/Phil_Fox_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,11.0,Dec-72,1972.0
2944,242525,Reno Jones,\/Reno_Jones_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,11.0,Oct-72,1972.0
2945,86366,Triax,\/Triax_(New_Man)_(Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Living Characters,11.0,Dec-72,1972.0
2946,1495,Edith Harker,\/Edith_Harker_(Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,11.0,Mar-73,1973.0
2947,2409,Jordan Dixon,\/Jordan_Dixon_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,11.0,Jan-73,1973.0
2948,14910,Korrek,\/Korrek_(Earth-616),Secret Identity,,White Eyes,Blond Hair,Male Characters,,Living Characters,11.0,Dec-73,1973.0
2949,302045,Safron Caulder,\/Safron_Caulder_(Earth-616),Public Identity,Good Characters,,,Female Characters,,Living Characters,11.0,Sep-73,1973.0
2950,168426,A Friend,\/A_Friend_(Earth-616),,,,,Male Characters,,Living Characters,11.0,Dec-74,1974.0
2951,1056,Alpha,\/Alpha_(Mutant)_(Earth-616),Secret Identity,Neutral Characters,Yellow Eyes,Bald,Male Characters,,Living Characters,11.0,Sep-74,1974.0
2952,1266,Cagliostro,\/Cagliostro_(O-Bengh)_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,11.0,Mar-74,1974.0
2953,1195,Desmond Drew,\/Desmond_Drew_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,11.0,Apr-74,1974.0
2954,439857,Martin Gold,\/Martin_Gold_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,11.0,Aug-74,1974.0
2955,73846,Taboo,\/Taboo_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,White Hair,Male Characters,,Living Characters,11.0,Jan-74,1974.0
2956,16172,Arisen Tyrk,\/Arisen_Tyrk_(Earth-616),Secret Identity,Bad Characters,White Eyes,Black Hair,Male Characters,,Living Characters,11.0,Jan-75,1975.0
2957,13021,Henri Sorel,\/Henri_Sorel_(Earth-616),Secret Identity,,Red Eyes,No Hair,Male Characters,,Living Characters,11.0,May-75,1975.0
2958,1286,Jebediah Fate,\/Jebediah_Fate_(Earth-616),Secret Identity,,Variable Eyes,Variable Hair,Male Characters,,Living Characters,11.0,Jan-75,1975.0
2959,37393,Donna-Lee Dover,\/Donna-Lee_Dover_(Earth-616),,Neutral Characters,,Blond Hair,Female Characters,,Living Characters,11.0,Sep-76,1976.0
2960,86402,Selma Blotte,\/Selma_Blotte_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Grey Hair,Female Characters,,Living Characters,11.0,Mar-76,1976.0
2961,15394,Adam II,\/Adam_II_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,No Hair,Male Characters,,Living Characters,11.0,Aug-77,1977.0
2962,235589,Donna Maria Puentes,\/Donna_Maria_Puentes_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,11.0,Feb-77,1977.0
2963,1467,Doughboy,\/Doughboy_(Earth-616),,,,,Agender Characters,,Living Characters,11.0,May-77,1977.0
2964,410168,Lurker from Loch Ness,\/Lurker_from_Loch_Ness_(Earth-616),,Bad Characters,,,,,Deceased Characters,11.0,Jul-77,1977.0
2965,2347,Reptilla,\/Reptilla_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,11.0,Sep-77,1977.0
2966,1062,Lyle Dekker,\/Lyle_Dekker_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,11.0,Feb-78,1978.0
2967,27566,Marya Maximoff,\/Marya_Maximoff_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,11.0,Apr-79,1979.0
2968,1847,Bradley Kroon,\/Bradley_Kroon_(Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,11.0,Jan-80,1980.0
2969,39766,Chandra Ku,\/Chandra_Ku_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,11.0,Oct-80,1980.0
2970,609896,Conn,\/Conn_(Earth-616),Public Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,11.0,Sep-80,1980.0
2971,44167,Dolly Donohue,\/Dolly_Donohue_(Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Female Characters,,Living Characters,11.0,Nov-80,1980.0
2972,492642,Jasmine,\/Jasmine_(Earth-616),Public Identity,Good Characters,Yellow Eyes,Green Hair,Female Characters,,Deceased Characters,11.0,Jan-80,1980.0
2973,413544,Katherine Blaire,\/Katherine_Blaire_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,11.0,Mar-81,1981.0
2974,2190,Robert Markham,\/Robert_Markham_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,11.0,Oct-81,1981.0
2975,172557,Shawna Lynde,\/Shawna_Lynde_(Earth-616),No Dual Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,11.0,Dec-81,1981.0
2976,7575,Larry Ekler,\/Larry_Ekler_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Strawberry Blond Hair,Male Characters,,Living Characters,11.0,Mar-82,1982.0
2977,2529,Molly Fitzgerald,\/Molly_Fitzgerald_(Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,11.0,Jun-82,1982.0
2978,174398,Jefferson Archer,\/Jefferson_Archer_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,11.0,May-83,1983.0
2979,4476,Jerome Jaxon,\/Jerome_Jaxon_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,11.0,Sep-83,1983.0
2980,653729,Koth,\/Koth_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,11.0,May-83,1983.0
2981,310149,Sidney Crumb,\/Sidney_Crumb_(Earth-616),Secret Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,11.0,Apr-83,1983.0
2982,23937,Skera,\/Skera_(Earth-616),Public Identity,Good Characters,,,Female Characters,,Deceased Characters,11.0,Oct-83,1983.0
2983,20961,Sonya Tolsky,\/Sonya_Tolsky_(Earth-616),Secret Identity,Good Characters,Brown Eyes,White Hair,Female Characters,,Living Characters,11.0,Sep-83,1983.0
2984,653733,Stalax,\/Stalax_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,11.0,May-83,1983.0
2985,2519,Tarm,\/Tarm_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Deceased Characters,11.0,Oct-83,1983.0
2986,477439,Zardeth,\/Zardeth_(Earth-616),,Bad Characters,Yellow Eyes,Black Hair,Male Characters,,Deceased Characters,11.0,May-83,1983.0
2987,18410,Cindy Adams,\/Cindy_Adams_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,11.0,Nov-84,1984.0
2988,288952,Dara,\/Dara_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,11.0,Sep-84,1984.0
2989,3931,Douglas Carmody,\/Douglas_Carmody_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,,Living Characters,11.0,Sep-84,1984.0
2990,19563,Micah Synn,\/Micah_Synn_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,11.0,Jan-84,1984.0
2991,24640,Nelvanna,\/Nelvanna_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,11.0,Feb-84,1984.0
2992,249824,Alaric,\/Alaric_(Asgardian)_(Earth-616),No Dual Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,11.0,Nov-85,1985.0
2993,15817,Neal Conan,\/Neal_Conan_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,11.0,Dec-85,1985.0
2994,19489,Alexander Woolcot,\/Alexander_Woolcot_(Earth-616),Secret Identity,,Blue Eyes,Strawberry Blond Hair,Male Characters,,Living Characters,11.0,Mar-86,1986.0
2995,2255,F.R. Crozier,\/F.R._Crozier_(Earth-616),Public Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,11.0,Jul-86,1986.0
2996,34170,Hideko Takata,\/Hideko_Takata_(Earth-616),Public Identity,,,Black Hair,Female Characters,,Living Characters,11.0,Mar-86,1986.0
2997,1731,Alphonsus Lefszycic,\/Alphonsus_Lefszycic_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,11.0,May-87,1987.0
2998,1116,Seginn Gallio,\/Seginn_Gallio_(Earth-616),Secret Identity,Neutral Characters,White Eyes,White Hair,Male Characters,,Deceased Characters,11.0,Oct-87,1987.0
2999,70480,Sol Brodstroke,\/Sol_Brodstroke_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,11.0,Feb-87,1987.0
3000,65391,Diane Davids,\/Diane_Davids_(Earth-616),Secret Identity,Bad Characters,,Green Hair,Female Characters,,Living Characters,11.0,Jul-88,1988.0
3001,16491,Hawkshaw,\/Hawkshaw_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,11.0,Oct-88,1988.0
3002,18272,Jess Harrison,\/Jess_Harrison_(Earth-616),Secret Identity,Neutral Characters,,Green Hair,Female Characters,,Living Characters,11.0,Jul-88,1988.0
3003,1946,Kubik,\/Kubik_(Earth-616),Secret Identity,Neutral Characters,,,,,Living Characters,11.0,Mar-88,1988.0
3004,47433,Roland Treece,\/Roland_Treece_(Earth-616),,,,,Male Characters,,Living Characters,11.0,Mar-88,1988.0
3005,413942,Russell,\/Russell_(Inferno_Baby)_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Deceased Characters,11.0,Nov-88,1988.0
3006,116303,Brandy Ash,\/Brandy_Ash_(Earth-616),Public Identity,Good Characters,,Red Hair,Female Characters,,Living Characters,11.0,Oct-89,1989.0
3007,5353,Frank Skorina,\/Frank_Skorina_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Red Hair,Male Characters,,Living Characters,11.0,Nov-89,1989.0
3008,1052,Thomas Jones,\/Thomas_Jones_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,11.0,Jun-89,1989.0
3009,16782,Cylla Markham,\/Cylla_Markham_(Earth-616),,Bad Characters,,Blond Hair,Female Characters,,Deceased Characters,11.0,Apr-90,1990.0
3010,280718,Headhunter,\/Headhunter_(Mutant)_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Red Hair,Female Characters,,Living Characters,11.0,May-90,1990.0
3011,21391,Hunter in Darkness,\/Hunter_in_Darkness_(Earth-616),Public Identity,Neutral Characters,Red Eyes,White Hair,,,Living Characters,11.0,Dec-90,1990.0
3012,1375,Valentin Shatalov,\/Valentin_Shatalov_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Blue Hair,Male Characters,,Living Characters,11.0,Apr-90,1990.0
3013,13094,Dania,\/Dania_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,11.0,Dec-91,1991.0
3014,1655,Foxbat,\/Foxbat_(Earth-616),Secret Identity,,Red Eyes,Brown Hair,Male Characters,,Deceased Characters,11.0,Apr-91,1991.0
3015,9775,Russ Broxtel,\/Russ_Broxtel_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,11.0,Jun-91,1991.0
3016,17138,Snowblind,\/Snowblind_(Earth-616),,Bad Characters,,White Hair,Male Characters,,Living Characters,11.0,May-91,1991.0
3017,18212,Terraformer,\/Terraformer_(Force_of_Nature)_(Earth-616),Secret Identity,,,,Male Characters,,Deceased Characters,11.0,Jan-91,1991.0
3018,500205,Analisa Medina,\/Analisa_Medina_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,11.0,Apr-92,1992.0
3019,13243,Eric Conroy,\/Eric_Conroy_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,11.0,Mar-92,1992.0
3020,522778,Ivan Trevkov,\/Ivan_Trevkov_(Earth-616),Public Identity,Bad Characters,,Bald,Male Characters,,Deceased Characters,11.0,Jun-92,1992.0
3021,16591,Jonathan Bryant,\/Jonathan_Bryant_(Digitek)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,No Hair,Male Characters,,Living Characters,11.0,Dec-92,1992.0
3022,24605,Roco-Bai,\/Roco-Bai_(Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,11.0,Mar-92,1992.0
3023,177284,Rupert Helona,\/Rupert_Helona_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,11.0,Dec-92,1992.0
3024,286999,Thanos,\/Thanos_(Doppelganger)_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,11.0,Jun-92,1992.0
3025,93191,Clifton Joseph,\/Clifton_Joseph_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,11.0,Jan-93,1993.0
3026,30097,Renee Majcomb,\/Renee_Majcomb_(Earth-616),Public Identity,Good Characters,,,Female Characters,,Living Characters,11.0,Nov-93,1993.0
3027,7663,Seamus Mellencamp,\/Seamus_Mellencamp_(Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,,Deceased Characters,11.0,May-93,1993.0
3028,2217,Simon Hall,\/Simon_Hall_(Earth-616),Secret Identity,Neutral Characters,Green Eyes,Strawberry Blond Hair,Male Characters,,Living Characters,11.0,May-93,1993.0
3029,93204,Tim Holloway,\/Tim_Holloway_(Earth-616),Secret Identity,Good Characters,Blue Eyes,No Hair,Male Characters,,Living Characters,11.0,Jan-93,1993.0
3030,19605,Anton Hellgate,\/Anton_Hellgate_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,,Deceased Characters,11.0,Apr-94,1994.0
3031,529501,Julia Caputo,\/Julia_Caputo_(Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,11.0,Aug-94,1994.0
3032,2019,Lifeforce,\/Lifeforce_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Deceased Characters,11.0,Nov-94,1994.0
3033,256543,Luminor,\/Luminor_(Earth-616),Secret Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,11.0,Mar-94,1994.0
3034,292640,Rebecca Bergier,\/Rebecca_Bergier_(Earth-616),,,,Blond Hair,Female Characters,,Living Characters,11.0,Nov-94,1994.0
3035,256544,Riger,\/Riger_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,11.0,Jun-94,1994.0
3036,27309,Ronald Hilliard,\/Ronald_Hilliard_(Earth-616),Known to Authorities Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,11.0,Jan-96,1996.0
3037,52275,Swordsman,\/Swordsman_(Heroes_Reborn)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,11.0,Nov-96,1996.0
3038,739690,Gerry Lequarre,\/Gerry_Lequarre_(Earth-616),,,,,Male Characters,,Living Characters,11.0,Jan-97,1997.0
3039,512991,Jesse Thompson,\/Jesse_Thompson_(Earth-616),No Dual Identity,Neutral Characters,Green Eyes,Brown Hair,Female Characters,,Living Characters,11.0,Oct-97,1997.0
3040,289460,Todd Fields,\/Todd_Fields_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,11.0,Jan-97,1997.0
3041,52047,Verminus Rex,\/Verminus_Rex_(Earth-616),,Bad Characters,Red Eyes,Brown Hair,Male Characters,,Living Characters,11.0,Oct-97,1997.0
3042,558088,Carthus,\/Carthus_(Earth-616),Public Identity,Neutral Characters,,No Hair,Male Characters,,Living Characters,11.0,Dec-98,1998.0
3043,16037,Jomo Kimanye,\/Jomo_Kimanye_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,11.0,May-99,1999.0
3044,550271,Terry Kwan,\/Terry_Kwan_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,11.0,Jan-99,1999.0
3045,89434,Cosmic Man,\/Cosmic_Man_(Midas)_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,No Hair,Male Characters,,Living Characters,11.0,Aug-00,2000.0
3046,27312,Darren Mitchell,\/Darren_Mitchell_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,11.0,Apr-00,2000.0
3047,16611,Valerie Barnhardt,\/Valerie_Barnhardt_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,11.0,Mar-01,2001.0
3048,418436,Sara Robbins,\/Sara_Robbins_(Earth-616),Public Identity,Neutral Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,11.0,Jul-02,2002.0
3049,274785,Axel Bohusk,\/Axel_Bohusk_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,11.0,Jul-03,2003.0
3050,289412,Beemer,\/Beemer_(Earth-616),,Bad Characters,,Bald,Male Characters,,Living Characters,11.0,Jun-03,2003.0
3051,10191,Elias Bogan,\/Elias_Bogan_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,11.0,Apr-03,2003.0
3052,121261,Hazel Frost,\/Hazel_Frost_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,11.0,Jun-03,2003.0
3053,274784,Kara Bohusk,\/Kara_Bohusk_(Earth-616),,Good Characters,,,Female Characters,,Living Characters,11.0,Jul-03,2003.0
3054,103151,Korra,\/Korra_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Deceased Characters,11.0,Jun-03,2003.0
3055,681952,Sandra Pierce,\/Sandra_Pierce_(Earth-616),,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,11.0,Jun-03,2003.0
3056,18415,Stewart Acheron,\/Stewart_Acheron_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,11.0,Dec-03,2003.0
3057,44751,Tito Bohusk,\/Tito_Bohusk_(Earth-616),Public Identity,,,Black Hair,Male Characters,,Living Characters,11.0,Jul-03,2003.0
3058,20275,Armena Ortega,\/Armena_Ortega_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,11.0,Aug-04,2004.0
3059,117694,Esteban Ortega,\/Esteban_Ortega_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,11.0,Aug-04,2004.0
3060,41352,Gina Mulligan,\/Gina_Mulligan_(Earth-616),,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,11.0,Sep-04,2004.0
3061,129237,Autonomously Decisive Automated Mechanism,\/Autonomously_Decisive_Automated_Mechanism_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,11.0,Jul-05,2005.0
3062,23585,Flaw,\/Flaw_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,11.0,Mar-06,2006.0
3063,128803,Joey Eliot,\/Joey_Eliot_(Earth-616),Public Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,11.0,Nov-06,2006.0
3064,657225,Lily Lucca,\/Lily_Lucca_(Earth-616),Public Identity,Neutral Characters,,Brown Hair,Female Characters,,Living Characters,11.0,Nov-06,2006.0
3065,34222,Navid Hashim,\/Navid_Hashim_(Earth-616),,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,11.0,Nov-06,2006.0
3066,23589,Offset,\/Offset_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,11.0,Feb-06,2006.0
3067,67988,Danny Granville,\/Danny_Granville_(Earth-616),Public Identity,,Blue Eyes,Blond Hair,Male Characters,,Living Characters,11.0,Jan-07,2007.0
3068,101635,Harry Givens,\/Harry_Givens_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,11.0,Aug-07,2007.0
3069,453610,Kruun,\/Kruun_(Earth-616),,Bad Characters,Red Eyes,Bald,Male Characters,,Living Characters,11.0,Feb-07,2007.0
3070,35905,Sid Ridley,\/Sid_Ridley_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,11.0,Jan-07,2007.0
3071,437789,Deborah Green,\/Deborah_Green_(Earth-616),,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,11.0,Apr-08,2008.0
3072,110656,Randall Crowne,\/Randall_Crowne_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,11.0,Apr-08,2008.0
3073,338040,Hive,\/Hive_(Earth-616),Secret Identity,Bad Characters,White Eyes,,Male Characters,,Living Characters,11.0,May-09,2009.0
3074,240076,Zadkiel,\/Zadkiel_(Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,11.0,Feb-09,2009.0
3075,395830,Abira,\/Abira_(Earth-616),Public Identity,Good Characters,Red Eyes,Red Hair,Female Characters,,Living Characters,11.0,Oct-10,2010.0
3076,473718,Aladi Ko Eke,\/Aladi_Ko_Eke_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,11.0,May-10,2010.0
3077,473720,Avoe,\/Avoe_(Earth-616),Secret Identity,Neutral Characters,,No Hair,Female Characters,,Living Characters,11.0,May-10,2010.0
3078,339756,Michel de Nostredame,\/Michel_de_Nostredame_(Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,11.0,Aug-10,2010.0
3079,352982,Phillip Hayes,\/Phillip_Hayes_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,11.0,Jan-10,2010.0
3080,499534,Aaron MacKenzie,\/Aaron_MacKenzie_(Earth-616),No Dual Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,11.0,Apr-11,2011.0
